date,line,total_incidents,weather_related_incidents,avg_delay_min,disrupted_trains,data_source,month_total_real
2021-03-11,N,11,0,6.8,63,real_monthly_downscaled,341
2021-03-12,N,10,0,9.0,54,real_monthly_downscaled,341
2021-03-13,N,11,0,9.0,64,real_monthly_downscaled,341
2021-03-14,N,11,0,9.0,61,real_monthly_downscaled,341
2021-03-15,N,11,0,8.8,64,real_monthly_downscaled,341
2021-03-16,N,12,0,7.6,65,real_monthly_downscaled,341
2021-03-17,N,11,0,6.3,60,real_monthly_downscaled,341
2021-03-18,N,9,0,8.9,50,real_monthly_downscaled,341
2021-03-19,N,10,0,6.6,55,real_monthly_downscaled,341
2021-03-20,N,12,0,6.4,65,real_monthly_downscaled,341
2021-03-21,N,11,0,7.9,61,real_monthly_downscaled,341
2021-03-22,N,12,0,9.1,65,real_monthly_downscaled,341
2021-03-23,N,10,0,11.5,56,real_monthly_downscaled,341
2021-03-24,N,14,0,15.0,79,real_monthly_downscaled,341
2021-03-25,N,12,0,10.6,65,real_monthly_downscaled,341
2021-03-26,N,11,0,9.5,63,real_monthly_downscaled,341
2021-03-27,N,10,0,9.1,56,real_monthly_downscaled,341
2021-03-28,N,9,0,12.3,50,real_monthly_downscaled,341
2021-03-29,N,12,0,6.5,65,real_monthly_downscaled,341
2021-03-30,N,11,0,7.9,63,real_monthly_downscaled,341
2021-03-31,N,10,0,8.0,57,real_monthly_downscaled,341
2021-03-01,Q,10,0,12.5,43,real_monthly_downscaled,287
2021-03-02,Q,10,0,9.2,43,real_monthly_downscaled,287
2021-03-03,Q,10,0,9.6,45,real_monthly_downscaled,287
2021-03-04,Q,9,0,6.9,41,real_monthly_downscaled,287
2021-03-05,Q,9,0,6.7,40,real_monthly_downscaled,287
2021-03-06,Q,9,0,9.7,42,real_monthly_downscaled,287
2021-03-07,Q,9,0,8.1,39,real_monthly_downscaled,287
2021-03-08,Q,9,0,10.3,38,real_monthly_downscaled,287
2021-03-09,Q,8,0,8.7,35,real_monthly_downscaled,287
2021-03-10,Q,9,0,13.8,38,real_monthly_downscaled,287
2021-03-11,Q,10,0,7.8,43,real_monthly_downscaled,287
2021-03-12,Q,10,0,9.1,45,real_monthly_downscaled,287
2021-03-13,Q,10,0,7.3,45,real_monthly_downscaled,287
2021-03-14,Q,8,0,10.2,36,real_monthly_downscaled,287
2021-03-15,Q,9,0,9.3,40,real_monthly_downscaled,287
2021-03-16,Q,9,0,7.2,41,real_monthly_downscaled,287
2021-03-17,Q,8,0,8.2,36,real_monthly_downscaled,287
2021-03-18,Q,9,0,10.7,41,real_monthly_downscaled,287
2021-03-19,Q,9,0,10.5,38,real_monthly_downscaled,287
2021-03-20,Q,10,0,6.5,45,real_monthly_downscaled,287
2021-03-21,Q,8,0,8.0,37,real_monthly_downscaled,287
2021-03-22,Q,10,0,11.4,44,real_monthly_downscaled,287
2021-03-23,Q,10,0,8.4,44,real_monthly_downscaled,287
2021-03-24,Q,13,0,13.9,57,real_monthly_downscaled,287
2021-03-25,Q,8,0,10.2,36,real_monthly_downscaled,287
2021-03-26,Q,8,0,6.7,37,real_monthly_downscaled,287
2021-03-27,Q,10,0,7.2,45,real_monthly_downscaled,287
2021-03-28,Q,8,0,8.2,35,real_monthly_downscaled,287
2021-03-29,Q,8,0,10.5,35,real_monthly_downscaled,287
2021-03-30,Q,10,0,10.2,45,real_monthly_downscaled,287
2021-03-31,Q,10,0,9.7,43,real_monthly_downscaled,287
2021-03-01,R,5,0,7.4,24,real_monthly_downscaled,164
2021-03-02,R,5,0,8.8,24,real_monthly_downscaled,164
2021-03-03,R,5,0,7.8,24,real_monthly_downscaled,164
2021-03-04,R,4,0,6.5,21,real_monthly_downscaled,164
2021-03-05,R,5,0,6.5,21,real_monthly_downscaled,164
2021-03-06,R,5,0,5.7,23,real_monthly_downscaled,164
2021-03-07,R,6,0,9.2,27,real_monthly_downscaled,164
2021-03-08,R,6,0,9.4,27,real_monthly_downscaled,164
2021-03-09,R,5,0,9.4,22,real_monthly_downscaled,164
2021-03-10,R,5,0,7.1,24,real_monthly_downscaled,164
2021-03-11,R,5,0,10.0,25,real_monthly_downscaled,164
2021-03-12,R,5,0,9.6,24,real_monthly_downscaled,164
2021-03-13,R,6,0,8.5,26,real_monthly_downscaled,164
2021-03-14,R,6,0,8.3,28,real_monthly_downscaled,164
2021-03-15,R,5,0,7.5,21,real_monthly_downscaled,164
2021-03-16,R,5,0,8.8,24,real_monthly_downscaled,164
2021-03-17,R,5,0,10.9,24,real_monthly_downscaled,164
2021-03-18,R,5,0,10.2,25,real_monthly_downscaled,164
2021-03-19,R,5,0,8.1,22,real_monthly_downscaled,164
2021-03-20,R,5,0,9.3,25,real_monthly_downscaled,164
2021-03-21,R,4,0,6.8,21,real_monthly_downscaled,164
2021-03-22,R,6,0,9.6,26,real_monthly_downscaled,164
2021-03-23,R,5,0,7.3,26,real_monthly_downscaled,164
2021-03-24,R,7,0,14.5,31,real_monthly_downscaled,164
2021-03-25,R,6,0,13.0,28,real_monthly_downscaled,164
2021-03-26,R,6,0,7.6,27,real_monthly_downscaled,164
2021-03-27,R,5,0,12.9,25,real_monthly_downscaled,164
2021-03-28,R,6,0,9.2,28,real_monthly_downscaled,164
2021-03-29,R,6,0,7.4,27,real_monthly_downscaled,164
2021-03-30,R,5,0,7.3,22,real_monthly_downscaled,164
2021-03-31,R,5,0,12.0,25,real_monthly_downscaled,164
2021-03-01,S 42ND,0,0,10.0,1,real_monthly_downscaled,3
2021-03-02,S 42ND,0,0,9.9,1,real_monthly_downscaled,3
2021-03-03,S 42ND,0,0,7.9,1,real_monthly_downscaled,3
2021-03-04,S 42ND,0,0,9.3,1,real_monthly_downscaled,3
2021-03-05,S 42ND,0,0,7.3,0,real_monthly_downscaled,3
2021-03-06,S 42ND,0,0,8.1,1,real_monthly_downscaled,3
2021-03-07,S 42ND,0,0,6.9,1,real_monthly_downscaled,3
2021-03-08,S 42ND,0,0,7.4,1,real_monthly_downscaled,3
2021-03-09,S 42ND,0,0,8.1,1,real_monthly_downscaled,3
2021-03-10,S 42ND,0,0,7.8,1,real_monthly_downscaled,3
2021-03-11,S 42ND,0,0,7.4,1,real_monthly_downscaled,3
2021-03-12,S 42ND,1,0,6.6,1,real_monthly_downscaled,3
2021-03-13,S 42ND,0,0,11.4,1,real_monthly_downscaled,3
2021-03-14,S 42ND,0,0,7.7,1,real_monthly_downscaled,3
2021-03-15,S 42ND,0,0,9.0,1,real_monthly_downscaled,3
2021-03-16,S 42ND,0,0,5.9,1,real_monthly_downscaled,3
2021-03-17,S 42ND,0,0,10.5,1,real_monthly_downscaled,3
2021-03-18,S 42ND,0,0,8.8,1,real_monthly_downscaled,3
2021-03-19,S 42ND,0,0,7.8,1,real_monthly_downscaled,3
2021-03-20,S 42ND,0,0,7.8,1,real_monthly_downscaled,3
2021-03-21,S 42ND,0,0,9.8,1,real_monthly_downscaled,3
2021-03-22,S 42ND,0,0,4.1,1,real_monthly_downscaled,3
2021-03-23,S 42ND,0,0,7.3,1,real_monthly_downscaled,3
2021-03-24,S 42ND,1,0,13.3,1,real_monthly_downscaled,3
2021-03-25,S 42ND,0,0,8.3,1,real_monthly_downscaled,3
2021-03-26,S 42ND,0,0,12.3,1,real_monthly_downscaled,3
2021-03-27,S 42ND,0,0,8.0,1,real_monthly_downscaled,3
2021-03-28,S 42ND,0,0,10.0,1,real_monthly_downscaled,3
2021-03-29,S 42ND,0,0,11.2,1,real_monthly_downscaled,3
2021-03-30,S 42ND,1,0,9.5,1,real_monthly_downscaled,3
2021-03-31,S 42ND,0,0,7.5,1,real_monthly_downscaled,3
2021-03-01,S FKLN,0,0,9.5,0,real_monthly_downscaled,1
2021-03-02,S FKLN,0,0,10.0,0,real_monthly_downscaled,1
2021-03-03,S FKLN,0,0,9.2,0,real_monthly_downscaled,1
2021-03-04,S FKLN,0,0,10.4,0,real_monthly_downscaled,1
2021-03-05,S FKLN,0,0,8.9,0,real_monthly_downscaled,1
2021-03-06,S FKLN,0,0,8.1,1,real_monthly_downscaled,1
2021-03-07,S FKLN,0,0,9.8,0,real_monthly_downscaled,1
2021-03-08,S FKLN,0,0,9.9,0,real_monthly_downscaled,1
2021-03-09,S FKLN,0,0,7.7,0,real_monthly_downscaled,1
2021-03-10,S FKLN,0,0,9.1,0,real_monthly_downscaled,1
2021-03-11,S FKLN,0,0,8.1,0,real_monthly_downscaled,1
2021-03-12,S FKLN,0,0,5.5,1,real_monthly_downscaled,1
2021-03-13,S FKLN,0,0,9.2,0,real_monthly_downscaled,1
2021-03-14,S FKLN,0,0,6.6,0,real_monthly_downscaled,1
2021-03-15,S FKLN,0,0,9.0,0,real_monthly_downscaled,1
2021-03-16,S FKLN,0,0,6.2,0,real_monthly_downscaled,1
2021-03-17,S FKLN,0,0,7.4,0,real_monthly_downscaled,1
2021-03-18,S FKLN,0,0,7.8,0,real_monthly_downscaled,1
2021-03-19,S FKLN,0,0,10.3,0,real_monthly_downscaled,1
2021-03-20,S FKLN,0,0,7.7,0,real_monthly_downscaled,1
2021-03-21,S FKLN,0,0,6.9,0,real_monthly_downscaled,1
2021-03-22,S FKLN,0,0,9.0,0,real_monthly_downscaled,1
2021-03-23,S FKLN,0,0,8.2,0,real_monthly_downscaled,1
2021-03-24,S FKLN,1,0,14.7,1,real_monthly_downscaled,1
2021-03-25,S FKLN,0,0,7.0,0,real_monthly_downscaled,1
2021-03-26,S FKLN,0,0,8.8,0,real_monthly_downscaled,1
2021-03-27,S FKLN,0,0,12.2,0,real_monthly_downscaled,1
2021-03-28,S FKLN,0,0,8.1,0,real_monthly_downscaled,1
2021-03-29,S FKLN,0,0,8.8,0,real_monthly_downscaled,1
2021-03-30,S FKLN,0,0,6.0,0,real_monthly_downscaled,1
2021-03-31,S FKLN,0,0,7.2,0,real_monthly_downscaled,1
2021-03-01,S ROCK,0,0,10.0,2,real_monthly_downscaled,27
2021-03-02,S ROCK,1,0,9.4,3,real_monthly_downscaled,27
2021-03-03,S ROCK,1,0,9.1,3,real_monthly_downscaled,27
2021-03-04,S ROCK,1,0,8.0,3,real_monthly_downscaled,27
2021-03-05,S ROCK,1,0,5.9,3,real_monthly_downscaled,27
2021-03-06,S ROCK,1,0,9.2,3,real_monthly_downscaled,27
2021-03-07,S ROCK,1,0,4.8,3,real_monthly_downscaled,27
2021-03-08,S ROCK,1,0,8.0,3,real_monthly_downscaled,27
2021-03-09,S ROCK,1,0,8.5,2,real_monthly_downscaled,27
2021-03-10,S ROCK,1,0,7.8,3,real_monthly_downscaled,27
2021-03-11,S ROCK,1,0,11.8,3,real_monthly_downscaled,27
2021-03-12,S ROCK,1,0,11.2,2,real_monthly_downscaled,27
2021-03-13,S ROCK,1,0,10.0,3,real_monthly_downscaled,27
2021-03-14,S ROCK,1,0,7.1,3,real_monthly_downscaled,27
2021-03-15,S ROCK,1,0,11.4,3,real_monthly_downscaled,27
2021-03-16,S ROCK,1,0,9.4,3,real_monthly_downscaled,27
2021-03-17,S ROCK,1,0,7.1,3,real_monthly_downscaled,27
2021-03-18,S ROCK,1,0,8.5,3,real_monthly_downscaled,27
2021-03-19,S ROCK,1,0,9.9,3,real_monthly_downscaled,27
2021-03-20,S ROCK,1,0,7.6,2,real_monthly_downscaled,27
2021-03-21,S ROCK,0,0,8.7,2,real_monthly_downscaled,27
2021-03-22,S ROCK,0,0,9.0,2,real_monthly_downscaled,27
2021-03-23,S ROCK,1,0,6.8,3,real_monthly_downscaled,27
2021-03-24,S ROCK,1,0,13.1,3,real_monthly_downscaled,27
2021-03-25,S ROCK,1,0,7.0,2,real_monthly_downscaled,27
2021-03-26,S ROCK,1,0,9.8,3,real_monthly_downscaled,27
2021-03-27,S ROCK,1,0,7.1,3,real_monthly_downscaled,27
2021-03-28,S ROCK,1,0,8.9,3,real_monthly_downscaled,27
2021-03-29,S ROCK,1,0,6.4,3,real_monthly_downscaled,27
2021-03-30,S ROCK,0,0,6.8,2,real_monthly_downscaled,27
2021-03-31,S ROCK,1,0,6.7,3,real_monthly_downscaled,27
2021-04-01,1,11,0,7.4,42,real_monthly_downscaled,321
2021-04-02,1,10,0,10.0,39,real_monthly_downscaled,321
2021-04-03,1,10,0,8.4,40,real_monthly_downscaled,321
2021-04-04,1,12,0,8.7,48,real_monthly_downscaled,321
2021-04-05,1,10,0,5.2,41,real_monthly_downscaled,321
2021-04-06,1,11,0,9.9,44,real_monthly_downscaled,321
2021-04-07,1,11,0,7.5,43,real_monthly_downscaled,321
2021-04-08,1,12,0,10.2,47,real_monthly_downscaled,321
2021-04-09,1,11,0,8.7,45,real_monthly_downscaled,321
2021-04-10,1,9,0,7.7,37,real_monthly_downscaled,321
2021-04-11,1,14,0,11.0,54,real_monthly_downscaled,321
2021-04-12,1,11,0,11.8,45,real_monthly_downscaled,321
2021-04-13,1,9,0,9.7,38,real_monthly_downscaled,321
2021-04-14,1,10,0,9.8,42,real_monthly_downscaled,321
2021-04-15,1,10,0,11.2,40,real_monthly_downscaled,321
2021-04-16,1,9,0,8.8,37,real_monthly_downscaled,321
2021-04-17,1,12,0,10.5,49,real_monthly_downscaled,321
2021-04-18,1,12,0,7.8,48,real_monthly_downscaled,321
2021-04-19,1,11,0,9.6,45,real_monthly_downscaled,321
2021-04-20,1,10,0,7.6,38,real_monthly_downscaled,321
2021-04-21,1,12,0,7.7,48,real_monthly_downscaled,321
2021-04-22,1,11,0,8.6,44,real_monthly_downscaled,321
2021-04-23,1,12,0,6.6,48,real_monthly_downscaled,321
2021-04-24,1,9,0,9.0,36,real_monthly_downscaled,321
2021-04-25,1,9,0,8.0,38,real_monthly_downscaled,321
2021-04-26,1,11,0,5.5,44,real_monthly_downscaled,321
2021-04-27,1,12,0,7.8,47,real_monthly_downscaled,321
2021-04-28,1,9,0,8.0,38,real_monthly_downscaled,321
2021-04-29,1,10,0,9.8,40,real_monthly_downscaled,321
2021-04-30,1,11,0,8.9,43,real_monthly_downscaled,321
2021-04-01,2,13,0,9.0,58,real_monthly_downscaled,372
2021-04-02,2,11,0,9.2,51,real_monthly_downscaled,372
2021-04-03,2,12,0,9.9,53,real_monthly_downscaled,372
2021-04-04,2,12,0,7.8,54,real_monthly_downscaled,372
2021-04-05,2,14,0,8.6,62,real_monthly_downscaled,372
2021-04-06,2,13,0,8.1,60,real_monthly_downscaled,372
2021-04-07,2,13,0,10.5,59,real_monthly_downscaled,372
2021-04-08,2,13,0,11.6,60,real_monthly_downscaled,372
2021-04-09,2,13,0,6.7,57,real_monthly_downscaled,372
2021-04-10,2,11,0,5.5,49,real_monthly_downscaled,372
2021-04-11,2,16,0,14.4,70,real_monthly_downscaled,372
2021-04-12,2,11,0,10.1,50,real_monthly_downscaled,372
2021-04-13,2,11,0,11.4,49,real_monthly_downscaled,372
2021-04-14,2,12,0,9.6,54,real_monthly_downscaled,372
2021-04-15,2,14,0,10.6,61,real_monthly_downscaled,372
2021-04-16,2,11,0,11.0,50,real_monthly_downscaled,372
2021-04-17,2,11,0,10.7,50,real_monthly_downscaled,372
2021-04-18,2,11,0,9.8,50,real_monthly_downscaled,372
2021-04-19,2,12,0,6.6,53,real_monthly_downscaled,372
2021-04-20,2,12,0,8.5,52,real_monthly_downscaled,372
2021-04-21,2,11,0,9.0,48,real_monthly_downscaled,372
2021-04-22,2,12,0,8.4,53,real_monthly_downscaled,372
2021-04-23,2,15,0,8.4,65,real_monthly_downscaled,372
2021-04-24,2,12,0,10.9,54,real_monthly_downscaled,372
2021-04-25,2,12,0,7.4,52,real_monthly_downscaled,372
2021-04-26,2,13,0,9.7,57,real_monthly_downscaled,372
2021-04-27,2,12,0,9.0,52,real_monthly_downscaled,372
2021-04-28,2,13,0,7.2,58,real_monthly_downscaled,372
2021-04-29,2,12,0,6.9,55,real_monthly_downscaled,372
2021-04-30,2,14,0,5.9,63,real_monthly_downscaled,372
2021-04-01,3,10,0,8.8,39,real_monthly_downscaled,279
2021-04-02,3,8,0,10.5,31,real_monthly_downscaled,279
2021-04-03,3,10,0,10.4,39,real_monthly_downscaled,279
2021-04-04,3,9,0,6.4,36,real_monthly_downscaled,279
2021-04-05,3,10,0,8.2,40,real_monthly_downscaled,279
2021-04-06,3,9,0,8.5,35,real_monthly_downscaled,279
2021-04-07,3,9,0,9.4,35,real_monthly_downscaled,279
2021-04-08,3,10,0,8.2,40,real_monthly_downscaled,279
2021-04-09,3,8,0,8.4,32,real_monthly_downscaled,279
2021-04-10,3,8,0,7.8,33,real_monthly_downscaled,279
2021-04-11,3,12,0,15.1,48,real_monthly_downscaled,279
2021-04-12,3,9,0,6.3,38,real_monthly_downscaled,279
2021-04-13,3,8,0,7.9,31,real_monthly_downscaled,279
2021-04-14,3,9,0,5.7,37,real_monthly_downscaled,279
2021-04-15,3,9,0,7.0,35,real_monthly_downscaled,279
2021-04-16,3,10,0,9.0,38,real_monthly_downscaled,279
2021-04-17,3,10,0,9.0,41,real_monthly_downscaled,279
2021-04-18,3,9,0,8.0,36,real_monthly_downscaled,279
2021-04-19,3,9,0,10.2,37,real_monthly_downscaled,279
2021-04-20,3,9,0,10.5,36,real_monthly_downscaled,279
2021-04-21,3,8,0,8.4,32,real_monthly_downscaled,279
2021-04-22,3,10,0,8.9,40,real_monthly_downscaled,279
2021-04-23,3,10,0,7.8,41,real_monthly_downscaled,279
2021-04-24,3,10,0,9.4,40,real_monthly_downscaled,279
2021-04-25,3,10,0,6.7,42,real_monthly_downscaled,279
2021-04-26,3,9,0,11.2,36,real_monthly_downscaled,279
2021-04-27,3,10,0,10.2,38,real_monthly_downscaled,279
2021-04-28,3,8,0,6.7,33,real_monthly_downscaled,279
2021-04-29,3,10,0,7.3,42,real_monthly_downscaled,279
2021-04-30,3,9,0,9.1,37,real_monthly_downscaled,279
2021-04-01,4,10,0,8.4,39,real_monthly_downscaled,375
2021-04-02,4,14,0,5.5,51,real_monthly_downscaled,375
2021-04-03,4,12,0,11.0,43,real_monthly_downscaled,375
2021-04-04,4,12,0,7.9,45,real_monthly_downscaled,375
2021-04-05,4,12,0,7.6,43,real_monthly_downscaled,375
2021-04-06,4,14,0,10.5,51,real_monthly_downscaled,375
2021-04-07,4,13,0,10.0,49,real_monthly_downscaled,375
2021-04-08,4,11,0,8.9,39,real_monthly_downscaled,375
2021-04-09,4,12,0,9.7,46,real_monthly_downscaled,375
2021-04-10,4,12,0,6.8,44,real_monthly_downscaled,375
2021-04-11,4,18,0,13.4,66,real_monthly_downscaled,375
2021-04-12,4,14,0,10.4,51,real_monthly_downscaled,375
2021-04-13,4,13,0,7.5,48,real_monthly_downscaled,375
2021-04-14,4,13,0,7.0,49,real_monthly_downscaled,375
2021-04-15,4,12,0,8.6,45,real_monthly_downscaled,375
2021-04-16,4,12,0,8.7,43,real_monthly_downscaled,375
2021-04-17,4,12,0,9.5,47,real_monthly_downscaled,375
2021-04-18,4,13,0,6.4,48,real_monthly_downscaled,375
2021-04-19,4,11,0,4.7,41,real_monthly_downscaled,375
2021-04-20,4,12,0,9.9,45,real_monthly_downscaled,375
2021-04-21,4,11,0,6.9,39,real_monthly_downscaled,375
2021-04-22,4,11,0,7.6,41,real_monthly_downscaled,375
2021-04-23,4,13,0,5.2,50,real_monthly_downscaled,375
2021-04-24,4,11,0,10.0,40,real_monthly_downscaled,375
2021-04-25,4,13,0,9.0,49,real_monthly_downscaled,375
2021-04-26,4,12,0,9.0,43,real_monthly_downscaled,375
2021-04-27,4,13,0,9.0,47,real_monthly_downscaled,375
2021-04-28,4,13,0,5.4,50,real_monthly_downscaled,375
2021-04-29,4,13,0,7.0,48,real_monthly_downscaled,375
2021-04-30,4,13,0,7.8,49,real_monthly_downscaled,375
2021-04-01,5,6,0,10.7,28,real_monthly_downscaled,223
2021-04-02,5,8,0,6.6,35,real_monthly_downscaled,223
2021-04-03,5,8,0,6.2,34,real_monthly_downscaled,223
2021-04-04,5,6,0,9.3,28,real_monthly_downscaled,223
2021-04-05,5,8,0,8.3,33,real_monthly_downscaled,223
2021-04-06,5,8,0,8.2,35,real_monthly_downscaled,223
2021-04-07,5,7,0,9.3,29,real_monthly_downscaled,223
2021-04-08,5,7,0,8.7,32,real_monthly_downscaled,223
2021-04-09,5,8,0,8.4,33,real_monthly_downscaled,223
2021-04-10,5,7,0,6.4,32,real_monthly_downscaled,223
2021-04-11,5,11,0,11.0,49,real_monthly_downscaled,223
2021-04-12,5,7,0,7.4,29,real_monthly_downscaled,223
2021-04-13,5,8,0,6.9,35,real_monthly_downscaled,223
2021-04-14,5,8,0,8.9,35,real_monthly_downscaled,223
2021-04-15,5,7,0,5.8,32,real_monthly_downscaled,223
2021-04-16,5,7,0,7.8,33,real_monthly_downscaled,223
2021-04-17,5,7,0,8.2,29,real_monthly_downscaled,223
2021-04-18,5,7,0,8.4,29,real_monthly_downscaled,223
2021-04-19,5,7,0,9.1,33,real_monthly_downscaled,223
2021-04-20,5,7,0,8.0,30,real_monthly_downscaled,223
2021-04-21,5,8,0,7.5,35,real_monthly_downscaled,223
2021-04-22,5,8,0,10.4,33,real_monthly_downscaled,223
2021-04-23,5,6,0,8.0,28,real_monthly_downscaled,223
2021-04-24,5,7,0,10.6,31,real_monthly_downscaled,223
2021-04-25,5,8,0,8.0,36,real_monthly_downscaled,223
2021-04-26,5,7,0,8.5,30,real_monthly_downscaled,223
2021-04-27,5,8,0,8.3,34,real_monthly_downscaled,223
2021-04-28,5,7,0,8.8,28,real_monthly_downscaled,223
2021-04-29,5,8,0,7.9,37,real_monthly_downscaled,223
2021-04-30,5,7,0,8.6,32,real_monthly_downscaled,223
2021-04-01,6,14,0,7.8,55,real_monthly_downscaled,386
2021-04-02,6,13,0,7.6,52,real_monthly_downscaled,386
2021-04-03,6,11,0,10.5,45,real_monthly_downscaled,386
2021-04-04,6,15,0,8.5,58,real_monthly_downscaled,386
2021-04-05,6,13,0,8.3,51,real_monthly_downscaled,386
2021-04-06,6,15,0,7.5,57,real_monthly_downscaled,386
2021-04-07,6,14,0,7.9,54,real_monthly_downscaled,386
2021-04-08,6,11,0,7.5,45,real_monthly_downscaled,386
2021-04-09,6,13,0,9.6,50,real_monthly_downscaled,386
2021-04-10,6,12,0,7.4,47,real_monthly_downscaled,386
2021-04-11,6,16,0,10.1,62,real_monthly_downscaled,386
2021-04-12,6,14,0,8.6,54,real_monthly_downscaled,386
2021-04-13,6,11,0,8.1,44,real_monthly_downscaled,386
2021-04-14,6,15,0,7.6,58,real_monthly_downscaled,386
2021-04-15,6,13,0,9.9,50,real_monthly_downscaled,386
2021-04-16,6,13,0,4.4,51,real_monthly_downscaled,386
2021-04-17,6,12,0,10.9,48,real_monthly_downscaled,386
2021-04-18,6,11,0,10.1,45,real_monthly_downscaled,386
2021-04-19,6,13,0,7.6,53,real_monthly_downscaled,386
2021-04-20,6,12,0,7.8,49,real_monthly_downscaled,386
2021-04-21,6,13,0,9.3,53,real_monthly_downscaled,386
2021-04-22,6,13,0,9.3,52,real_monthly_downscaled,386
2021-04-23,6,12,0,7.5,47,real_monthly_downscaled,386
2021-04-24,6,13,0,6.1,51,real_monthly_downscaled,386
2021-04-25,6,12,0,11.7,48,real_monthly_downscaled,386
2021-04-26,6,12,0,9.9,47,real_monthly_downscaled,386
2021-04-27,6,14,0,8.7,55,real_monthly_downscaled,386
2021-04-28,6,11,0,8.8,44,real_monthly_downscaled,386
2021-04-29,6,12,0,9.4,48,real_monthly_downscaled,386
2021-04-30,6,13,0,9.6,52,real_monthly_downscaled,386
2021-04-01,7,6,0,7.4,39,real_monthly_downscaled,207
2021-04-02,7,7,0,8.1,43,real_monthly_downscaled,207
2021-04-03,7,6,0,6.1,38,real_monthly_downscaled,207
2021-04-04,7,6,0,8.7,39,real_monthly_downscaled,207
2021-04-05,7,8,0,6.5,48,real_monthly_downscaled,207
2021-04-06,7,8,0,10.1,49,real_monthly_downscaled,207
2021-04-07,7,6,0,8.4,39,real_monthly_downscaled,207
2021-04-08,7,6,0,7.6,39,real_monthly_downscaled,207
2021-04-09,7,7,0,10.2,41,real_monthly_downscaled,207
2021-04-10,7,7,0,7.0,42,real_monthly_downscaled,207
2021-04-11,7,8,0,12.4,50,real_monthly_downscaled,207
2021-04-12,7,6,0,5.8,38,real_monthly_downscaled,207
2021-04-13,7,7,0,10.5,42,real_monthly_downscaled,207
2021-04-14,7,6,0,11.3,39,real_monthly_downscaled,207
2021-04-15,7,8,0,6.0,47,real_monthly_downscaled,207
2021-04-16,7,7,0,7.3,46,real_monthly_downscaled,207
2021-04-17,7,7,0,8.6,43,real_monthly_downscaled,207
2021-04-18,7,7,0,7.7,42,real_monthly_downscaled,207
2021-04-19,7,8,0,8.5,47,real_monthly_downscaled,207
2021-04-20,7,6,0,8.3,38,real_monthly_downscaled,207
2021-04-21,7,8,0,9.1,47,real_monthly_downscaled,207
2021-04-22,7,6,0,7.1,37,real_monthly_downscaled,207
2021-04-23,7,8,0,8.8,48,real_monthly_downscaled,207
2021-04-24,7,6,0,6.8,38,real_monthly_downscaled,207
2021-04-25,7,8,0,7.9,47,real_monthly_downscaled,207
2021-04-26,7,6,0,5.9,36,real_monthly_downscaled,207
2021-04-27,7,8,0,7.9,47,real_monthly_downscaled,207
2021-04-28,7,7,0,7.6,44,real_monthly_downscaled,207
2021-04-29,7,6,0,9.9,36,real_monthly_downscaled,207
2021-04-30,7,7,0,8.4,46,real_monthly_downscaled,207
2021-04-01,A,15,0,8.5,53,real_monthly_downscaled,499
2021-04-02,A,18,0,9.4,65,real_monthly_downscaled,499
2021-04-03,A,18,0,8.3,67,real_monthly_downscaled,499
2021-04-04,A,16,0,9.1,57,real_monthly_downscaled,499
2021-04-05,A,18,0,10.2,68,real_monthly_downscaled,499
2021-04-06,A,18,0,8.2,67,real_monthly_downscaled,499
2021-04-07,A,16,0,8.9,61,real_monthly_downscaled,499
2021-04-08,A,15,0,10.4,54,real_monthly_downscaled,499
2021-04-09,A,16,0,8.3,58,real_monthly_downscaled,499
2021-04-10,A,15,0,6.8,56,real_monthly_downscaled,499
2021-04-11,A,26,0,14.5,96,real_monthly_downscaled,499
2021-04-12,A,18,0,10.7,68,real_monthly_downscaled,499
2021-04-13,A,15,0,10.4,54,real_monthly_downscaled,499
2021-04-14,A,17,0,9.6,62,real_monthly_downscaled,499
2021-04-15,A,16,0,5.0,58,real_monthly_downscaled,499
2021-04-16,A,15,0,7.5,53,real_monthly_downscaled,499
2021-04-17,A,16,0,7.6,59,real_monthly_downscaled,499
2021-04-18,A,15,0,8.6,55,real_monthly_downscaled,499
2021-04-19,A,15,0,11.0,57,real_monthly_downscaled,499
2021-04-20,A,16,0,6.9,59,real_monthly_downscaled,499
2021-04-21,A,16,0,11.9,61,real_monthly_downscaled,499
2021-04-22,A,17,0,7.9,62,real_monthly_downscaled,499
2021-04-23,A,17,0,7.3,63,real_monthly_downscaled,499
2021-04-24,A,16,0,9.8,60,real_monthly_downscaled,499
2021-04-25,A,17,0,9.9,62,real_monthly_downscaled,499
2021-04-26,A,16,0,9.5,61,real_monthly_downscaled,499
2021-04-27,A,19,0,7.3,71,real_monthly_downscaled,499
2021-04-28,A,15,0,9.3,54,real_monthly_downscaled,499
2021-04-29,A,17,0,6.9,64,real_monthly_downscaled,499
2021-04-30,A,15,0,7.3,56,real_monthly_downscaled,499
2021-04-01,B,5,0,6.1,19,real_monthly_downscaled,144
2021-04-02,B,5,0,7.3,21,real_monthly_downscaled,144
2021-04-03,B,4,0,9.6,17,real_monthly_downscaled,144
2021-04-04,B,5,0,7.9,18,real_monthly_downscaled,144
2021-04-05,B,5,0,7.1,19,real_monthly_downscaled,144
2021-04-06,B,5,0,7.2,21,real_monthly_downscaled,144
2021-04-07,B,5,0,9.5,20,real_monthly_downscaled,144
