date,total_incidents,weather_related_incidents,avg_delay_min,disrupted_trains,pct_weather_incidents,precip_mm,tmax_c,tmin_c,tmean_c,windspeed_kmh,precip_hours,et0_mm,precip_in,tmax_f,tmin_f,tmean_f,heavy_rain,extreme_rain,extreme_heat,heat_emergency,heat_wave_day,weather_stress,year,month,dow,season,lag1_precip_mm,lag2_precip_mm,lag3_precip_mm,roll3_precip_mm,roll7_precip_mm,prev_extreme_heat,prev_heavy_rain,heat_index_approx,heat_wave_streak
2020-11-12,175,0,8.708695652173914,757,0.0,11.0,18.5,8.6,13.3,23.8,19.0,0.63,0.4330708661417323,65.3,47.48,55.94,0,0,0,0,0,0,2020,11,3,Autumn,14.6,0.0,0.0,25.599999999999994,25.6,0,0,16.4866,0
2020-11-13,166,0,8.8,730,0.0,3.6,11.2,6.2,8.9,16.3,11.0,0.43,0.1417322834645669,52.16,43.16,48.02,0,0,0,0,0,0,2020,11,4,Autumn,11.0,14.6,0.0,29.199999999999992,29.2,0,0,8.6322,0
2020-11-14,164,0,9.426086956521738,721,0.0,0.0,11.4,4.3,7.5,19.0,0.0,1.63,0.0,52.52,39.74,45.5,0,0,0,0,0,0,2020,11,5,Autumn,3.6,11.0,14.6,14.599999999999993,29.2,0,0,8.3933,0
2020-11-15,165,0,8.143478260869566,721,0.0,6.0,17.5,2.5,9.8,47.0,4.0,1.62,0.2362204724409449,63.5,36.5,49.64,0,0,0,0,0,0,2020,11,6,Autumn,0.0,3.6,11.0,9.599999999999993,35.2,0,0,14.0775,0
2020-11-16,173,0,8.704347826086956,752,0.0,0.1,11.4,4.8,8.9,25.9,1.0,2.45,0.0039370078740157,52.52,40.64,48.02,0,0,0,0,0,0,2020,11,0,Autumn,6.0,0.0,3.6,6.0999999999999925,35.3,0,0,8.5088,0
2020-11-17,167,0,8.6,721,0.0,1.3,8.8,2.8,5.2,23.2,3.0,1.4,0.0511811023622047,47.84,37.04,41.36,0,0,0,0,0,0,2020,11,1,Autumn,0.1,6.0,0.0,7.399999999999993,36.6,0,0,5.446800000000001,0
2020-11-18,167,0,8.804347826086957,718,0.0,0.0,2.2,-1.5,0.8,26.3,0.0,1.71,0.0,35.96,29.3,33.44,0,0,0,0,0,0,2020,11,2,Autumn,1.3,0.1,6.0,1.399999999999993,21.999999999999996,0,0,-2.1464999999999996,0
2020-11-19,168,0,8.265217391304347,733,0.0,0.0,7.3,-2.6,2.6,22.4,0.0,1.42,0.0,45.14,27.32,36.68,0,0,0,0,0,0,2020,11,3,Autumn,0.0,1.3,0.1,1.299999999999993,11.0,0,0,2.6994,0
2020-11-20,165,0,9.321739130434782,717,0.0,0.0,14.9,5.2,9.3,19.9,0.0,2.09,0.0,58.82,41.36,48.74,0,0,0,0,0,0,2020,11,4,Autumn,0.0,0.0,1.3,0.0,7.4,0,0,12.101199999999999,0
2020-11-21,175,0,8.543478260869565,756,0.0,0.0,15.8,6.7,11.0,17.3,0.0,2.07,0.0,60.440000000000005,44.06,51.8,0,0,0,0,0,0,2020,11,5,Autumn,0.0,0.0,0.0,0.0,7.4,0,0,13.3477,0
2020-11-22,158,0,8.408695652173913,694,0.0,0.1,12.8,4.8,8.3,25.8,1.0,1.09,0.0039370078740157,55.04,40.64,46.94,0,0,0,0,0,0,2020,11,6,Autumn,0.0,0.0,0.0,0.0999999999999929,1.5000000000000002,0,0,9.908800000000001,0
2020-11-23,165,0,8.434782608695652,713,0.0,15.9,14.0,5.1,10.3,31.5,12.0,1.43,0.6259842519685039,57.2,41.18,50.54,0,0,0,0,0,0,2020,11,0,Autumn,0.1,0.0,0.0,15.999999999999993,17.3,0,0,11.1781,0
2020-11-24,166,0,8.478260869565217,718,0.0,0.0,8.5,3.0,5.4,18.6,0.0,1.38,0.0,47.3,37.4,41.72,0,0,0,0,0,0,2020,11,1,Autumn,15.9,0.1,0.0,15.999999999999993,16.0,0,0,5.193,0
2020-11-25,172,0,8.365217391304348,747,0.0,0.4,11.9,4.2,8.0,18.0,1.0,0.97,0.0157480314960629,53.42,39.56,46.4,0,0,0,0,0,0,2020,11,2,Autumn,0.0,15.9,0.1,16.299999999999994,16.4,0,0,8.8702,0
2020-11-26,165,0,8.595652173913043,726,0.0,12.7,17.2,9.4,13.0,19.6,12.0,0.78,0.5,62.96,48.92,55.4,0,0,0,0,0,0,2020,11,3,Autumn,0.4,0.0,15.9,13.099999999999993,29.1,0,0,15.371400000000001,0
2020-11-27,168,0,8.604347826086956,734,0.0,0.0,16.0,6.7,10.5,14.4,0.0,1.44,0.0,60.8,44.06,50.9,0,0,0,0,0,0,2020,11,4,Autumn,12.7,0.4,0.0,13.099999999999993,29.1,0,0,13.547699999999999,0
2020-11-28,164,0,8.530434782608696,715,0.0,0.0,13.1,4.7,8.6,18.3,0.0,1.43,0.0,55.58,40.46,47.48,0,0,0,0,0,0,2020,11,5,Autumn,0.0,12.7,0.4,12.699999999999992,29.1,0,0,10.1857,0
2020-11-29,166,0,8.660869565217391,714,0.0,0.0,11.0,2.0,6.0,12.8,0.0,1.32,0.0,51.8,35.6,42.8,0,0,0,0,0,0,2020,11,6,Autumn,0.0,0.0,12.7,0.0,29.0,0,0,7.462,0
2020-11-30,230,0,13.782608695652174,998,0.0,35.8,16.6,4.7,12.3,51.9,16.0,0.41,1.4094488188976375,61.88,40.46,54.14,1,0,0,0,0,1,2020,11,0,Autumn,0.0,0.0,0.0,35.79999999999999,48.89999999999999,0,0,13.6857,0
2020-12-01,176,0,8.356521739130434,850,0.0,0.9,14.8,3.4,9.4,29.6,5.0,1.28,0.0354330708661417,58.64,38.12,48.92,0,0,0,0,0,0,2020,12,1,Winter,35.8,0.0,0.0,36.69999999999999,49.79999999999999,0,1,11.5854,0
2020-12-02,167,0,8.682608695652174,810,0.0,0.0,7.0,1.6,3.9,31.4,0.0,1.61,0.0,44.6,34.88,39.02,0,0,0,0,0,0,2020,12,2,Winter,0.9,35.8,0.0,36.69999999999999,49.39999999999999,0,0,3.3696,0
2020-12-03,175,0,8.578260869565218,837,0.0,0.1,9.9,0.6,4.7,20.0,1.0,1.74,0.0039370078740157,49.82,33.08,40.46,0,0,0,0,0,0,2020,12,3,Winter,0.0,0.9,35.8,0.9999999999999929,36.79999999999999,0,0,6.038600000000001,0
2020-12-04,174,0,8.678260869565218,831,0.0,3.9,11.5,4.5,7.2,21.1,9.0,1.13,0.1535433070866141,52.7,40.1,44.96,0,0,0,0,0,0,2020,12,4,Winter,0.1,0.0,0.9,3.999999999999993,40.69999999999999,0,0,8.5395,0
2020-12-05,178,0,8.647826086956522,866,0.0,22.4,7.0,3.7,5.9,34.4,16.0,0.8,0.8818897637795275,44.6,38.66,42.620000000000005,0,0,0,0,0,0,2020,12,5,Winter,3.9,0.1,0.0,26.39999999999999,63.09999999999999,0,0,3.8547000000000002,0
2020-12-06,171,0,8.265217391304347,824,0.0,0.0,4.0,0.6,2.5,31.0,0.0,1.74,0.0,39.2,33.08,36.5,0,0,0,0,0,0,2020,12,6,Winter,22.4,3.9,0.1,26.29999999999999,63.09999999999999,0,0,0.13860000000000028,0
2020-12-07,175,0,8.647826086956522,839,0.0,0.0,4.3,-1.8,0.9,15.7,0.0,1.03,0.0,39.74,28.76,33.62,0,0,0,0,0,0,2020,12,0,Winter,0.0,22.4,3.9,22.39999999999999,27.29999999999999,0,0,-0.11580000000000013,0
2020-12-08,169,0,8.673913043478262,827,0.0,0.0,3.7,-1.3,0.5,22.6,0.0,1.24,0.0,38.66,29.66,32.9,0,0,0,0,0,0,2020,12,1,Winter,0.0,0.0,22.4,0.0,26.39999999999999,0,0,-0.6002999999999998,0
2020-12-09,176,0,8.495652173913044,860,0.0,0.5,4.2,-2.2,0.9,21.1,2.0,0.84,0.0196850393700787,39.56,28.04,33.62,0,0,0,0,0,0,2020,12,2,Winter,0.0,0.0,0.0,0.4999999999999929,26.89999999999999,0,0,-0.3081999999999998,0
2020-12-10,167,0,7.9913043478260875,811,0.0,0.0,9.4,0.2,4.3,20.1,0.0,1.22,0.0,48.92,32.36,39.74,0,0,0,0,0,0,2020,12,3,Winter,0.5,0.0,0.0,0.4999999999999929,26.79999999999999,0,0,5.446200000000001,0
2020-12-11,169,0,8.091304347826087,822,0.0,0.0,11.2,-0.2,4.6,13.1,0.0,0.97,0.0,52.16,31.64,40.28,0,0,0,0,0,0,2020,12,4,Winter,0.0,0.5,0.0,0.4999999999999929,22.89999999999999,0,0,7.153799999999999,0
2020-12-12,174,0,8.347826086956522,846,0.0,0.8,12.7,2.5,8.0,13.0,4.0,0.35,0.0314960629921259,54.86,36.5,46.4,0,0,0,0,0,0,2020,12,5,Winter,0.0,0.0,0.5,0.7999999999999929,1.299999999999993,0,0,9.2775,0
2020-12-13,164,0,8.608695652173912,802,0.0,0.1,14.8,5.8,9.8,20.6,1.0,1.21,0.0039370078740157,58.64,42.44,49.64,0,0,0,0,0,0,2020,12,6,Winter,0.8,0.0,0.0,0.8999999999999929,1.399999999999993,0,0,12.139800000000001,0
2020-12-14,171,0,8.41304347826087,835,0.0,6.7,4.6,1.9,3.4,19.9,11.0,0.36,0.2637795275590551,40.28,35.42,38.12,0,0,0,0,0,0,2020,12,0,Winter,0.1,0.8,0.0,7.599999999999993,8.099999999999993,0,0,1.0389,0
2020-12-15,170,0,8.417391304347825,819,0.0,0.0,3.8,-1.6,0.9,19.0,0.0,1.38,0.0,38.84,29.12,33.62,0,0,0,0,0,0,2020,12,1,Winter,6.7,0.1,0.8,6.799999999999994,8.099999999999994,0,0,-0.5696000000000003,0
2020-12-16,169,0,8.556521739130435,818,0.0,12.3,0.8,-4.0,-1.8,33.8,8.0,0.85,0.484251968503937,33.44,24.8,28.76,0,0,0,0,0,0,2020,12,2,Winter,0.0,6.7,0.1,18.999999999999993,19.899999999999995,0,0,-4.124,0
2020-12-17,177,0,8.752173913043478,857,0.0,17.9,0.6,-4.3,-2.4,43.2,12.0,0.53,0.7047244094488189,33.08,24.26,27.68,0,0,0,0,0,0,2020,12,3,Winter,12.3,0.0,6.7,30.199999999999992,37.8,0,0,-4.3933,0
2020-12-18,166,0,8.917391304347825,808,0.0,0.0,-1.7,-7.3,-4.8,17.9,0.0,0.67,0.0,28.94,18.86,23.36,0,0,0,0,0,0,2020,12,4,Winter,17.9,12.3,0.0,30.199999999999992,37.8,0,0,-7.3863,0
2020-12-19,177,0,8.517391304347827,861,0.0,0.0,-1.6,-9.5,-6.2,14.5,0.0,0.51,0.0,29.12,14.9,20.84,0,0,0,0,0,0,2020,12,5,Winter,0.0,17.9,12.3,17.89999999999999,37.0,0,0,-7.7945,0
2020-12-20,172,0,8.808695652173913,829,0.0,0.8,3.3,-7.3,-1.0,9.4,4.0,0.4,0.0314960629921259,37.94,18.86,30.2,0,0,0,0,0,0,2020,12,6,Winter,0.0,0.0,17.9,0.7999999999999929,37.699999999999996,0,0,-2.3863000000000003,0
2020-12-21,178,0,8.52608695652174,866,0.0,0.0,3.3,-0.9,1.1,12.4,0.0,0.51,0.0,37.94,30.38,33.98,0,0,0,0,0,0,2020,12,0,Winter,0.8,0.0,0.0,0.7999999999999929,30.999999999999993,0,0,-0.9079000000000002,0
2020-12-22,174,0,8.595652173913043,840,0.0,0.0,5.7,-0.8,2.1,21.3,0.0,0.9,0.0,42.260000000000005,30.56,35.78,0,0,0,0,0,0,2020,12,1,Winter,0.0,0.8,0.0,0.7999999999999929,30.999999999999993,0,0,1.5152,0
2020-12-23,175,0,8.173913043478262,848,0.0,0.0,3.3,-4.4,1.3,14.8,0.0,0.87,0.0,37.94,24.08,34.34,0,0,0,0,0,0,2020,12,2,Winter,0.0,0.0,0.8,0.0,18.699999999999992,0,0,-1.7164000000000001,0
2020-12-24,172,0,8.643478260869566,845,0.0,4.9,14.5,3.2,10.4,45.7,7.0,1.14,0.1929133858267716,58.1,37.76,50.72,0,0,0,0,0,0,2020,12,3,Winter,0.0,0.0,0.0,4.899999999999993,5.699999999999993,0,0,11.2392,0
2020-12-25,231,0,13.43913043478261,1105,0.0,35.8,14.8,-0.9,9.3,57.5,16.0,0.68,1.4094488188976375,58.64,30.38,48.74,1,0,0,0,0,1,2020,12,4,Winter,4.9,0.0,0.0,40.69999999999999,41.49999999999999,0,0,10.5921,0
2020-12-26,172,0,8.682608695652174,828,0.0,0.0,-0.1,-4.9,-2.7,27.1,0.0,1.36,0.0,31.82,23.18,27.14,0,0,0,0,0,0,2020,12,5,Winter,35.8,4.9,0.0,40.69999999999999,41.49999999999999,0,1,-5.2319,0
2020-12-27,179,0,8.317391304347826,858,0.0,0.0,2.8,-4.6,-1.5,16.9,0.0,0.97,0.0,37.04,23.72,29.3,0,0,0,0,0,0,2020,12,6,Winter,0.0,35.8,4.9,35.79999999999999,40.699999999999996,0,0,-2.2626,0
2020-12-28,170,0,8.247826086956522,841,0.0,0.0,9.6,-0.4,4.5,18.8,0.0,0.91,0.0,49.28,31.28,40.1,0,0,0,0,0,0,2020,12,0,Winter,0.0,0.0,35.8,0.0,40.699999999999996,0,0,5.5076,0
2020-12-29,176,0,8.478260869565217,844,0.0,0.0,3.7,-2.8,1.4,27.8,0.0,1.46,0.0,38.66,26.96,34.52,0,0,0,0,0,0,2020,12,1,Winter,0.0,0.0,0.0,0.0,40.699999999999996,0,0,-0.9467999999999996,0
2020-12-30,174,0,7.5260869565217385,843,0.0,0.0,4.0,-3.6,0.4,21.9,0.0,1.03,0.0,39.2,25.52,32.72,0,0,0,0,0,0,2020,12,2,Winter,0.0,0.0,0.0,0.0,40.699999999999996,0,0,-0.8315999999999999,0
2020-12-31,172,0,8.978260869565217,817,0.0,9.7,8.6,1.0,5.9,29.8,10.0,0.91,0.3818897637795275,47.48,33.8,42.620000000000005,0,0,0,0,0,0,2020,12,3,Winter,0.0,0.0,0.0,9.699999999999992,45.499999999999986,0,0,4.8309999999999995,0
2021-01-01,152,0,9.095652173913043,722,0.0,8.1,3.8,-2.4,1.0,17.1,6.0,0.66,0.3188976377952756,38.84,27.68,33.8,0,0,0,0,0,0,2021,1,4,Winter,9.7,0.0,0.0,17.79999999999999,17.79999999999999,0,0,-0.7544000000000004,0
2021-01-02,146,0,8.439130434782609,691,0.0,4.1,10.1,1.5,5.5,31.2,7.0,1.1,0.1614173228346456,50.18,34.7,41.9,0,0,0,0,0,0,2021,1,5,Winter,8.1,9.7,0.0,21.89999999999999,21.89999999999999,0,0,6.4465,0
2021-01-03,153,0,8.695652173913043,742,0.0,6.5,3.8,-1.0,1.6,24.5,13.0,0.28,0.2559055118110236,38.84,30.2,34.88,0,0,0,0,0,0,2021,1,6,Winter,4.1,8.1,9.7,18.699999999999992,28.39999999999999,0,0,-0.43100000000000005,0
2021-01-04,152,0,8.308695652173913,730,0.0,1.5,6.8,0.8,2.9,18.1,6.0,0.76,0.0590551181102362,44.24,33.44,37.22,0,0,0,0,0,0,2021,1,0,Winter,6.5,4.1,8.1,12.099999999999993,29.89999999999999,0,0,2.9848,0
2021-01-05,152,0,8.386956521739132,717,0.0,0.0,5.1,1.0,2.6,12.2,0.0,0.68,0.0,41.18,33.8,36.68,0,0,0,0,0,0,2021,1,1,Winter,1.5,6.5,4.1,7.999999999999993,29.89999999999999,0,0,1.3309999999999995,0
2021-01-06,155,0,8.130434782608695,738,0.0,0.0,4.9,-1.0,1.8,23.1,0.0,1.25,0.0,40.82,30.2,35.24,0,0,0,0,0,0,2021,1,2,Winter,0.0,1.5,6.5,1.499999999999993,29.89999999999999,0,0,0.6690000000000005,0
2021-01-07,149,0,8.639130434782608,707,0.0,0.0,6.2,-1.6,1.2,18.0,0.0,1.42,0.0,43.16,29.12,34.16,0,0,0,0,0,0,2021,1,3,Winter,0.0,0.0,1.5,0.0,20.199999999999992,0,0,1.8304,0
2021-01-08,152,0,8.052173913043477,736,0.0,0.0,5.4,-3.5,-0.1,21.6,0.0,1.19,0.0,41.72,25.7,31.82,0,0,0,0,0,0,2021,1,4,Winter,0.0,0.0,0.0,0.0,12.099999999999993,0,0,0.5914999999999999,0
2021-01-09,155,0,9.156521739130435,732,0.0,0.0,2.1,-4.0,-0.7,28.8,0.0,1.43,0.0,35.78,24.8,30.74,0,0,0,0,0,0,2021,1,5,Winter,0.0,0.0,0.0,0.0,7.999999999999993,0,0,-2.824,0
2021-01-10,150,0,8.9,711,0.0,0.0,5.4,-2.8,0.2,17.2,0.0,1.17,0.0,41.72,26.96,32.36,0,0,0,0,0,0,2021,1,6,Winter,0.0,0.0,0.0,0.0,1.499999999999993,0,0,0.7532000000000005,0
2021-01-11,147,0,8.52608695652174,696,0.0,0.0,2.3,-4.4,-1.5,10.2,0.0,0.49,0.0,36.14,24.08,29.3,0,0,0,0,0,0,2021,1,0,Winter,0.0,0.0,0.0,0.0,0.0,0,0,-2.7164,0
2021-01-12,152,0,8.447826086956523,737,0.0,0.0,6.0,-2.7,0.5,11.6,0.0,1.0,0.0,42.8,27.14,32.9,0,0,0,0,0,0,2021,1,1,Winter,0.0,0.0,0.0,0.0,0.0,0,0,1.3762999999999996,0
2021-01-13,157,0,8.660869565217391,750,0.0,0.0,6.3,-3.7,0.7,16.4,0.0,0.89,0.0,43.34,25.34,33.26,0,0,0,0,0,0,2021,1,2,Winter,0.0,0.0,0.0,0.0,0.0,0,0,1.4452999999999996,0
2021-01-14,149,0,8.343478260869565,717,0.0,0.0,9.1,-0.6,3.2,10.5,0.0,0.86,0.0,48.38,30.92,37.76,0,0,0,0,0,0,2021,1,3,Winter,0.0,0.0,0.0,0.0,0.0,0,0,4.961399999999999,0
2021-01-15,151,0,8.386956521739132,716,0.0,2.6,7.9,-0.8,3.6,28.1,4.0,0.61,0.1023622047244094,46.22,30.56,38.48,0,0,0,0,0,0,2021,1,4,Winter,0.0,0.0,0.0,2.599999999999993,2.599999999999993,0,0,3.7152000000000003,0
2021-01-16,153,0,8.886956521739132,741,0.0,21.8,8.3,2.0,5.7,37.6,10.0,0.8,0.8582677165354331,46.94,35.6,42.260000000000005,0,0,0,0,0,0,2021,1,5,Winter,2.6,0.0,0.0,24.399999999999995,24.399999999999995,0,0,4.7620000000000005,0
2021-01-17,158,0,8.865217391304348,755,0.0,0.0,7.6,0.1,3.5,32.0,0.0,1.78,0.0,45.68,32.18,38.3,0,0,0,0,0,0,2021,1,6,Winter,21.8,2.6,0.0,24.399999999999995,24.399999999999995,0,0,3.6231,0
2021-01-18,149,0,8.782608695652174,727,0.0,0.0,6.8,0.3,3.1,23.8,0.0,1.38,0.0,44.24,32.54,37.58,0,0,0,0,0,0,2021,1,0,Winter,0.0,21.8,2.6,21.799999999999994,24.399999999999995,0,0,2.8693,0
2021-01-19,149,0,8.57391304347826,717,0.0,0.0,4.9,-1.5,1.5,27.7,0.0,1.27,0.0,40.82,29.3,34.7,0,0,0,0,0,0,2021,1,1,Winter,0.0,0.0,21.8,0.0,24.399999999999995,0,0,0.5535000000000005,0
2021-01-20,154,0,9.1,731,0.0,1.0,4.7,-3.4,0.1,30.5,5.0,1.36,0.0393700787401574,40.46,25.880000000000003,32.18,0,0,0,0,0,0,2021,1,2,Winter,0.0,0.0,0.0,0.9999999999999929,25.399999999999995,0,0,-0.08539999999999992,0
2021-01-21,156,0,8.791304347826086,746,0.0,0.0,5.6,-4.8,-0.4,21.4,0.0,1.15,0.0,42.08,23.36,31.28,0,0,0,0,0,0,2021,1,3,Winter,1.0,0.0,0.0,0.9999999999999929,25.399999999999995,0,0,0.4911999999999992,0
2021-01-22,155,0,8.930434782608696,734,0.0,0.0,6.9,-0.7,2.6,27.4,0.0,1.65,0.0,44.42,30.74,36.68,0,0,0,0,0,0,2021,1,4,Winter,0.0,1.0,0.0,0.9999999999999929,22.799999999999994,0,0,2.7383000000000006,0
2021-01-23,151,0,8.821739130434782,719,0.0,0.0,-0.1,-4.4,-2.2,35.4,0.0,1.56,0.0,31.82,24.08,28.04,0,0,0,0,0,0,2021,1,5,Winter,0.0,0.0,1.0,0.0,0.9999999999999929,0,0,-5.1164000000000005,0
2021-01-24,150,0,8.843478260869565,704,0.0,0.0,0.3,-5.4,-3.0,27.2,0.0,1.62,0.0,32.54,22.28,26.6,0,0,0,0,0,0,2021,1,6,Winter,0.0,0.0,0.0,0.0,0.9999999999999929,0,0,-4.9474,0
2021-01-25,157,0,8.743478260869566,759,0.0,0.0,3.7,-4.7,-1.3,12.5,0.0,1.22,0.0,38.66,23.54,29.66,0,0,0,0,0,0,2021,1,0,Winter,0.0,0.0,0.0,0.0,0.9999999999999929,0,0,-1.3857,0
2021-01-26,158,0,8.756521739130434,741,0.0,4.5,1.5,-1.4,0.0,18.3,12.0,0.61,0.1771653543307086,34.7,29.48,32.0,0,0,0,0,0,0,2021,1,1,Winter,0.0,0.0,0.0,4.499999999999993,5.499999999999993,0,0,-2.8234,0
2021-01-27,159,0,8.726086956521739,757,0.0,0.6,4.4,-2.1,1.3,23.9,3.0,1.17,0.0236220472440944,39.92,28.22,34.34,0,0,0,0,0,0,2021,1,2,Winter,4.5,0.0,0.0,5.0999999999999925,5.0999999999999925,0,0,-0.08509999999999973,0
2021-01-28,157,0,8.108695652173912,741,0.0,0.0,0.2,-6.3,-2.6,34.2,0.0,1.52,0.0,32.36,20.66,27.32,0,0,0,0,0,0,2021,1,3,Winter,0.6,4.5,0.0,5.0999999999999925,5.0999999999999925,0,0,-5.2553,0
2021-01-29,154,0,8.982608695652173,740,0.0,0.0,-3.8,-9.1,-6.7,38.5,0.0,1.47,0.0,25.16,15.62,19.94,0,0,0,0,0,0,2021,1,4,Winter,0.0,0.6,4.5,0.5999999999999929,5.0999999999999925,0,0,-9.902099999999999,0
2021-01-30,146,0,8.308695652173913,708,0.0,0.0,1.0,-8.8,-5.1,21.9,0.0,1.45,0.0,33.8,16.16,22.82,0,0,0,0,0,0,2021,1,5,Winter,0.0,0.0,0.6,0.0,5.0999999999999925,0,0,-5.0328,0
2021-01-31,156,0,8.095652173913043,739,0.0,2.6,-2.7,-7.7,-5.2,21.4,9.0,0.81,0.1023622047244094,27.14,18.14,22.64,0,0,0,0,0,0,2021,1,6,Winter,0.0,0.0,0.0,2.599999999999993,7.699999999999993,0,0,-8.4787,0
2021-02-01,268,0,13.969565217391304,1332,0.0,38.6,0.8,-4.2,-1.6,45.7,24.0,0.41,1.519685039370079,33.44,24.44,29.12,1,0,0,0,0,1,2021,2,0,Winter,2.6,0.0,0.0,41.199999999999996,46.3,0,0,-4.1702,0
2021-02-02,195,0,8.54782608695652,975,0.0,4.1,1.5,-1.8,0.0,40.9,18.0,0.65,0.1614173228346456,34.7,28.76,32.0,0,0,0,0,0,0,2021,2,1,Winter,38.6,2.6,0.0,45.3,45.9,0,1,-2.9158,0
2021-02-03,198,0,8.269565217391303,997,0.0,0.1,1.5,-2.0,-0.4,21.0,1.0,0.94,0.0039370078740157,34.7,28.4,31.28,0,0,0,0,0,0,2021,2,2,Winter,4.1,38.6,2.6,42.8,45.4,0,0,-2.9619999999999997,0
2021-02-04,197,0,8.71304347826087,980,0.0,0.0,3.5,-3.3,-0.8,19.8,0.0,1.23,0.0,38.3,26.06,30.56,0,0,0,0,0,0,2021,2,3,Winter,0.1,4.1,38.6,4.199999999999992,45.4,0,0,-1.2622999999999998,0
2021-02-05,198,0,8.552173913043477,990,0.0,2.2,5.1,-3.0,1.5,20.1,4.0,1.09,0.0866141732283464,41.18,26.6,34.7,0,0,0,0,0,0,2021,2,4,Winter,0.0,0.1,4.1,2.299999999999993,47.599999999999994,0,0,0.40700000000000003,0
2021-02-06,196,0,8.439130434782609,986,0.0,0.0,4.2,-4.9,-0.3,28.3,0.0,1.33,0.0,39.56,23.18,31.46,0,0,0,0,0,0,2021,2,5,Winter,2.2,0.0,0.1,2.199999999999993,47.599999999999994,0,0,-0.9318999999999997,0
2021-02-07,192,0,8.647826086956522,962,0.0,7.7,0.2,-4.6,-1.6,23.7,10.0,0.4,0.3031496062992126,32.36,23.72,29.12,0,0,0,0,0,0,2021,2,6,Winter,0.0,2.2,0.0,9.899999999999993,52.699999999999996,0,0,-4.8626000000000005,0
2021-02-08,198,0,8.560869565217391,1000,0.0,0.0,-3.3,-10.8,-7.0,21.9,0.0,1.05,0.0,26.06,12.56,19.4,0,0,0,0,0,0,2021,2,0,Winter,7.7,0.0,2.2,7.699999999999993,14.099999999999993,0,0,-9.7948,0
2021-02-09,192,0,8.91304347826087,970,0.0,2.0,1.0,-9.8,-4.0,17.5,11.0,0.46,0.0787401574803149,33.8,14.36,24.8,0,0,0,0,0,0,2021,2,1,Winter,0.0,7.7,0.0,9.699999999999992,11.999999999999993,0,0,-5.2638,0
2021-02-10,195,0,8.252173913043478,966,0.0,0.1,0.2,-9.1,-3.9,12.3,1.0,1.05,0.0039370078740157,32.36,15.62,24.98,0,0,0,0,0,0,2021,2,2,Winter,2.0,0.0,7.7,2.099999999999993,11.999999999999993,0,0,-5.9021,0
2021-02-11,197,0,8.782608695652174,987,0.0,4.5,0.4,-4.9,-2.7,15.9,9.0,1.06,0.1771653543307086,32.72,23.18,27.14,0,0,0,0,0,0,2021,2,3,Winter,0.1,2.0,0.0,6.5999999999999925,16.499999999999993,0,0,-4.7319,0
2021-02-12,197,0,8.621739130434783,980,0.0,0.0,-2.6,-11.5,-6.0,14.5,0.0,0.87,0.0,27.32,11.3,21.2,0,0,0,0,0,0,2021,2,4,Winter,4.5,0.1,2.0,4.5999999999999925,14.299999999999992,0,0,-9.256499999999999,0
2021-02-13,196,0,7.586956521739131,972,0.0,1.3,-2.6,-7.4,-4.5,18.8,9.0,0.78,0.0511811023622047,27.32,18.68,23.9,0,0,0,0,0,0,2021,2,5,Winter,0.0,4.5,0.1,5.799999999999993,15.599999999999993,0,0,-8.3094,0
2021-02-14,198,0,8.508695652173914,1001,0.0,0.5,2.5,-2.6,-0.7,15.5,4.0,0.79,0.0196850393700787,36.5,27.32,30.74,0,0,0,0,0,0,2021,2,6,Winter,1.3,0.0,4.5,1.799999999999993,8.399999999999993,0,0,-2.1006,0
2021-02-15,198,0,8.273913043478261,997,0.0,1.3,0.6,-2.5,-0.7,18.3,12.0,0.58,0.0511811023622047,33.08,27.5,30.74,0,0,0,0,0,0,2021,2,0,Winter,0.5,1.3,0.0,3.099999999999993,9.699999999999992,0,0,-3.9775,0
2021-02-16,267,0,13.143478260869566,1318,0.0,31.3,8.6,-0.6,4.8,26.1,11.0,1.51,1.2322834645669292,47.48,30.92,40.64,1,0,0,0,0,1,2021,2,1,Winter,1.3,0.5,1.3,33.099999999999994,38.99999999999999,0,0,4.461399999999999,0
2021-02-17,197,0,8.752173913043478,985,0.0,0.0,-1.0,-6.7,-4.0,22.7,0.0,1.27,0.0,30.2,19.94,24.8,0,0,0,0,0,0,2021,2,2,Winter,31.3,1.3,0.5,32.599999999999994,38.89999999999999,0,1,-6.5477,0
2021-02-18,199,0,8.469565217391304,987,0.0,13.2,-2.3,-5.1,-3.7,20.8,14.0,0.47,0.5196850393700787,27.86,22.82,25.34,0,0,0,0,0,0,2021,2,3,Winter,0.0,31.3,1.3,44.49999999999999,47.599999999999994,0,0,-7.4780999999999995,0
2021-02-19,195,0,8.578260869565218,963,0.0,5.4,-0.3,-3.3,-1.6,18.0,21.0,0.42,0.2125984251968504,31.46,26.06,29.12,0,0,0,0,0,0,2021,2,4,Winter,13.2,0.0,31.3,18.599999999999994,52.99999999999999,0,0,-5.0623,0
2021-02-20,194,0,9.126086956521739,978,0.0,0.0,0.1,-5.3,-2.0,18.8,0.0,1.09,0.0,32.18,22.46,28.4,0,0,0,0,0,0,2021,2,5,Winter,5.4,13.2,0.0,18.599999999999994,51.699999999999996,0,0,-5.1243,0
